Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,2,1,2,2,50,1,109,"0,00%","96,3","36,4","9,42"
Total,1000,2,1,2,2,50,1,109,"0,00%","96,3","36,4","9,42"
